mdate,Rf,MktRf,Food,Beer,Smoke,Games,Books,Hshld,Clths,Hlth,Chems,Txtls,Cnstr,Steel,FabPr,ElcEq,Autos,Carry,Mines,Coal,Oil,Util,Telcm,Servs,BusEq,Paper,Trans,Whlsl,Rtail,Meals,Fin,Other
193212,0.01%,4.57%,6.47%,6.23%,0.92%,-12.99%,-9.61%,1.70%,-1.86%,8.11%,12.92%,-5.36%,1.16%,-8.01%,2.91%,7.56%,5.23%,6.00%,-1.55%,-1.00%,0.28%,9.11%,3.67%,-1.53%,7.85%,9.08%,5.92%,-9.88%,7.08%,3.64%,8.91%,-3.69%
193301,0.01%,0.97%,0.70%,-14.92%,11.56%,-24.65%,1.71%,-7.92%,10.67%,-1.30%,3.93%,-2.30%,-1.17%,2.45%,6.73%,0.41%,0.76%,10.94%,-0.16%,3.77%,-2.99%,-4.46%,0.30%,9.07%,4.35%,10.60%,14.42%,-6.09%,-2.79%,8.97%,1.79%,-1.95%
193302,-0.03%,-15.00%,-9.36%,-10.48%,-8.40%,-19.78%,-19.29%,-21.60%,-4.42%,-10.12%,-16.46%,-9.04%,-16.86%,-16.97%,-23.40%,-22.41%,-24.88%,-17.30%,-8.15%,-6.76%,-13.68%,-19.69%,-7.78%,-10.65%,-13.98%,-12.83%,-16.37%,-7.37%,-15.83%,-18.14%,-20.06%,-5.00%
193303,0.04%,3.36%,12.40%,24.54%,7.93%,-10.60%,11.20%,11.98%,8.96%,-3.94%,5.21%,1.40%,12.24%,14.66%,24.02%,7.29%,9.63%,13.15%,8.74%,2.25%,4.16%,-12.68%,-5.83%,0.89%,3.59%,6.74%,7.00%,0.06%,8.02%,0.93%,-6.42%,0.81%
193304,0.10%,38.27%,33.48%,28.43%,33.30%,57.89%,53.43%,59.22%,41.17%,38.66%,46.99%,56.55%,39.59%,80.84%,48.74%,59.62%,81.93%,48.17%,26.22%,-24.45%,39.16%,24.76%,13.19%,1.55%,38.28%,43.38%,27.80%,44.09%,37.75%,9.72%,41.08%,45.94%
193305,0.04%,21.15%,11.26%,89.19%,9.20%,56.33%,21.46%,18.42%,25.88%,24.87%,28.67%,44.22%,43.21%,23.12%,29.97%,18.73%,25.21%,25.64%,32.69%,16.65%,17.35%,19.26%,17.37%,12.05%,21.80%,14.93%,32.44%,59.21%,15.74%,23.71%,25.40%,43.03%
193306,0.02%,13.42%,13.67%,35.33%,4.65%,16.70%,27.03%,6.22%,2.30%,10.85%,11.70%,31.58%,21.17%,11.36%,14.73%,10.27%,19.81%,19.85%,12.67%,18.09%,12.15%,15.60%,10.48%,4.48%,12.09%,5.32%,13.73%,47.71%,16.19%,11.58%,18.52%,16.54%
193307,0.02%,-9.63%,-8.08%,-15.23%,-2.17%,-7.92%,-20.08%,-9.08%,-4.25%,-19.43%,-9.27%,-18.01%,-14.83%,-10.13%,-19.99%,-11.32%,-6.71%,-16.41%,-8.79%,-11.05%,-11.60%,-13.54%,-4.35%,-1.11%,-9.85%,-5.57%,-4.48%,-12.66%,-13.62%,-16.19%,-12.52%,-0.88%
193308,0.03%,12.10%,8.98%,33.15%,10.16%,27.51%,19.81%,11.38%,5.84%,-0.29%,21.09%,13.24%,14.64%,11.54%,19.67%,13.45%,19.88%,23.95%,17.15%,7.76%,19.08%,-1.30%,4.50%,-2.12%,10.89%,10.62%,15.63%,12.60%,7.24%,8.01%,9.23%,22.85%
193309,0.02%,-10.49%,-8.75%,-5.75%,-3.69%,-8.34%,-24.20%,-12.18%,-12.18%,-1.32%,-7.72%,-13.13%,-14.58%,-8.78%,-15.73%,-19.32%,-15.11%,-14.07%,5.66%,-3.56%,-2.05%,-19.82%,-3.55%,-3.23%,-11.12%,-4.18%,-20.08%,-21.30%,-8.44%,-12.29%,-17.41%,-11.07%
193310,0.01%,-8.33%,-7.67%,-3.10%,-11.49%,-12.64%,-5.01%,-5.98%,-3.54%,-5.91%,-4.50%,-11.00%,-6.62%,-12.67%,-5.37%,-10.93%,-10.24%,-13.40%,-4.57%,-10.00%,-4.53%,-7.75%,-7.18%,67.19%,-6.51%,-2.73%,-12.56%,-7.12%,-8.45%,-16.99%,-13.39%,-6.89%
193311,0.02%,9.97%,5.45%,-7.34%,4.41%,5.69%,-1.16%,7.61%,9.66%,9.40%,15.60%,1.92%,10.44%,11.16%,13.35%,12.05%,25.63%,12.28%,0.06%,4.35%,14.84%,-2.68%,5.61%,-0.14%,14.14%,10.53%,6.34%,7.57%,14.18%,6.31%,6.70%,10.13%
193312,0.02%,1.98%,-3.29%,-1.07%,-4.81%,-3.39%,3.46%,-4.57%,-2.01%,-11.19%,6.74%,7.28%,3.62%,5.01%,2.30%,0.54%,9.55%,8.34%,-1.17%,-1.32%,-1.09%,1.48%,-3.75%,-0.98%,3.52%,3.19%,6.95%,-7.43%,6.47%,-0.57%,4.07%,6.88%
193401,0.05%,12.93%,10.82%,15.40%,6.64%,15.92%,23.47%,10.26%,16.21%,16.23%,4.63%,28.05%,16.65%,12.79%,18.72%,17.38%,13.02%,24.12%,2.24%,27.81%,8.34%,20.58%,5.96%,4.87%,12.30%,4.28%,20.66%,24.81%,20.93%,31.49%,25.01%,12.76%
193402,0.02%,-2.35%,-6.04%,-12.44%,-3.09%,10.29%,1.46%,0.59%,-3.50%,-3.41%,-2.63%,1.32%,-6.47%,-1.92%,-4.06%,-8.20%,-2.55%,-8.37%,2.90%,3.12%,-3.44%,-1.81%,2.14%,-0.51%,-2.11%,2.24%,-3.16%,5.97%,2.59%,6.11%,-1.65%,5.62%
193403,0.02%,0.46%,2.18%,3.11%,-0.64%,4.46%,4.99%,-6.53%,-2.03%,-0.75%,-0.89%,-3.20%,-1.47%,-1.20%,-0.33%,6.49%,-0.38%,0.50%,4.64%,-8.43%,-1.13%,-1.80%,1.27%,2.17%,-4.13%,-1.42%,0.08%,1.99%,3.30%,7.13%,0.29%,-1.72%
193404,0.01%,-1.80%,3.27%,-1.11%,4.17%,-3.19%,9.31%,-0.42%,-1.41%,8.35%,-3.18%,-2.14%,-1.33%,-4.71%,-4.19%,-4.40%,-6.51%,-2.12%,-2.89%,-5.04%,-2.02%,-3.84%,-1.25%,0.90%,3.13%,3.04%,-1.45%,2.09%,-0.41%,-6.32%,-0.63%,-1.38%
193405,0.01%,-7.11%,-3.76%,-17.40%,1.36%,-1.74%,-8.07%,-6.04%,-5.20%,-0.29%,-7.04%,-12.90%,-10.59%,-12.46%,-13.12%,-8.13%,-13.11%,-12.58%,1.17%,4.58%,-4.52%,-7.84%,-4.30%,-1.57%,-2.94%,-7.63%,-8.91%,-9.18%,-7.13%,-13.65%,-8.18%,-7.67%
193406,0.01%,2.51%,3.83%,-3.02%,5.15%,-13.90%,1.33%,6.56%,2.19%,2.07%,4.48%,-1.11%,5.17%,6.33%,2.49%,1.41%,-2.85%,-3.34%,3.61%,1.18%,1.17%,4.40%,1.32%,0.82%,5.23%,4.27%,3.29%,-2.89%,2.29%,-3.00%,5.21%,6.32%
193407,0.01%,-10.83%,-5.40%,-24.98%,-0.95%,-24.73%,-18.13%,-8.72%,-8.22%,-1.85%,-5.12%,-21.75%,-16.64%,-16.04%,-18.12%,-14.24%,-14.30%,-17.20%,-10.51%,-21.28%,-9.42%,-17.45%,-4.33%,-2.23%,-6.97%,-3.28%,-19.20%,-15.34%,-7.08%,-16.92%,-14.46%,-5.87%
193408,0.01%,5.95%,4.63%,14.09%,3.69%,21.92%,3.71%,7.88%,1.76%,-3.03%,6.21%,7.09%,10.69%,8.82%,10.55%,7.19%,11.19%,2.66%,9.95%,22.91%,6.09%,1.91%,2.55%,-38.51%,5.25%,5.01%,2.85%,9.13%,6.32%,8.27%,5.64%,7.34%
193409,0.01%,-0.31%,-1.57%,-1.56%,2.58%,9.04%,-1.80%,-3.29%,1.55%,0.64%,0.67%,4.14%,-2.31%,-4.39%,2.63%,-0.83%,0.59%,-2.04%,-3.57%,5.88%,-2.46%,1.67%,1.90%,3.70%,0.73%,1.49%,0.45%,0.39%,1.14%,-2.73%,-2.23%,0.15%
193410,0.01%,-1.94%,-1.02%,3.02%,2.90%,-4.33%,0.10%,6.88%,2.65%,-0.94%,0.29%,-7.49%,2.98%,-5.90%,1.87%,-4.73%,-2.52%,2.52%,-6.54%,-11.07%,-4.79%,-7.79%,-1.58%,63.37%,6.02%,1.51%,-3.23%,7.98%,1.23%,-3.11%,2.25%,3.17%
193411,0.01%,8.40%,7.18%,19.96%,9.08%,13.47%,15.10%,12.40%,6.36%,3.83%,8.77%,17.99%,14.93%,13.18%,21.69%,15.59%,17.66%,20.62%,-1.05%,15.05%,7.06%,-0.22%,-1.73%,2.33%,9.86%,8.06%,5.72%,11.48%,10.42%,10.84%,9.32%,16.40%
193412,0.01%,0.38%,0.07%,1.96%,-2.99%,-0.82%,0.63%,0.73%,3.21%,0.63%,-0.25%,-1.04%,0.91%,4.19%,8.30%,5.41%,3.53%,1.12%,2.29%,0.40%,0.71%,-8.72%,-0.59%,-36.91%,0.66%,4.45%,-0.35%,2.85%,-1.29%,4.47%,1.76%,-0.60%
193501,0.01%,-3.29%,-0.45%,-7.87%,-2.10%,-7.52%,-3.01%,1.84%,-0.96%,-0.92%,-1.35%,-4.47%,-3.13%,-5.87%,-0.84%,2.64%,-9.16%,-2.59%,-5.43%,-1.62%,-4.33%,-3.06%,-0.45%,-11.48%,-1.46%,1.28%,-7.57%,-10.52%,-4.29%,-4.94%,-4.81%,-5.82%
193502,0.02%,-1.88%,2.96%,1.65%,0.84%,-4.16%,-1.60%,5.93%,-1.02%,4.40%,0.04%,-8.79%,-3.93%,-6.67%,0.61%,-2.28%,-3.42%,-8.39%,-1.12%,1.97%,-3.25%,-12.04%,1.04%,7.46%,4.95%,5.80%,-6.72%,-2.30%,-1.27%,-2.97%,-0.99%,-2.61%
193503,0.01%,-3.71%,-3.93%,-0.91%,-5.86%,-4.56%,-3.06%,-6.93%,-2.65%,-3.24%,-3.05%,-12.03%,-6.86%,-4.23%,-6.85%,-6.19%,-6.31%,-8.55%,3.88%,-4.43%,-3.67%,12.23%,-0.70%,-2.06%,-0.42%,-2.32%,-9.04%,-8.34%,-4.98%,-2.45%,-2.28%,-5.45%
193504,0.01%,8.91%,3.91%,-3.94%,9.00%,10.08%,8.74%,6.29%,4.60%,3.57%,8.72%,12.29%,10.76%,14.25%,9.06%,9.09%,5.35%,-0.79%,9.14%,4.12%,15.51%,10.92%,9.14%,1.62%,12.08%,3.94%,9.68%,3.40%,6.38%,-5.05%,6.28%,8.63%
193505,0.01%,3.47%,0.22%,-1.68%,2.24%,13.14%,3.74%,-1.05%,1.94%,-4.31%,3.02%,3.33%,3.28%,-0.35%,2.91%,3.72%,2.78%,2.23%,3.90%,2.71%,3.74%,13.67%,8.38%,7.69%,1.16%,2.59%,2.53%,-1.38%,3.43%,1.26%,5.10%,4.25%
193506,0.01%,5.52%,6.68%,10.85%,4.36%,9.02%,3.97%,2.71%,2.00%,4.06%,6.15%,5.65%,8.03%,2.95%,11.86%,9.11%,9.94%,7.82%,-0.14%,-1.11%,1.47%,9.10%,5.36%,0.88%,5.24%,10.50%,7.52%,0.98%,3.93%,4.18%,7.15%,4.57%
193507,0.01%,7.35%,-0.24%,2.40%,7.57%,2.83%,2.57%,8.22%,4.27%,3.90%,5.01%,13.10%,12.63%,19.57%,15.47%,14.09%,18.70%,15.50%,1.36%,8.85%,0.03%,9.41%,5.74%,1.86%,1.63%,5.78%,8.85%,0.85%,6.61%,3.26%,8.45%,4.27%
193508,0.01%,2.60%,-3.33%,9.77%,-0.06%,13.58%,-4.18%,1.88%,-1.21%,0.12%,5.02%,0.49%,1.26%,6.22%,2.32%,4.65%,8.79%,-2.66%,4.75%,-4.03%,-1.94%,7.20%,4.06%,14.99%,0.42%,-2.96%,1.01%,13.48%,3.53%,5.74%,5.39%,0.30%
193509,0.01%,2.58%,0.89%,8.02%,1.58%,9.24%,1.49%,0.22%,0.05%,1.33%,6.94%,19.32%,2.61%,4.11%,5.88%,8.32%,10.85%,-6.13%,0.40%,-0.03%,-3.39%,-1.65%,4.29%,1.01%,6.32%,2.58%,1.00%,2.96%,-0.27%,2.84%,-1.65%,4.20%
193510,0.01%,7.12%,6.17%,16.36%,1.57%,3.87%,12.03%,0.28%,3.44%,6.11%,4.00%,5.67%,13.59%,5.77%,8.26%,8.01%,13.70%,7.64%,-1.12%,1.06%,13.87%,14.60%,3.09%,73.32%,10.29%,4.36%,-0.84%,5.20%,4.36%,5.69%,7.67%,6.98%
193511,0.02%,5.17%,1.91%,-2.37%,-0.50%,14.72%,10.63%,-3.75%,2.27%,1.69%,2.27%,1.30%,5.39%,7.17%,5.23%,8.52%,3.68%,12.80%,10.02%,2.87%,2.60%,0.82%,9.71%,9.51%,0.16%,0.90%,14.58%,12.03%,2.44%,17.14%,12.91%,9.36%
193512,0.01%,4.60%,3.86%,-1.35%,-0.36%,1.13%,0.00%,5.08%,2.26%,2.53%,1.16%,3.86%,9.12%,4.53%,3.93%,4.43%,6.23%,11.64%,7.46%,15.32%,14.29%,5.61%,-0.16%,0.25%,1.00%,-4.19%,3.09%,-0.19%,-0.90%,1.56%,5.41%,1.62%
193601,0.01%,6.60%,3.21%,-6.39%,3.33%,12.63%,4.03%,2.16%,4.27%,3.66%,5.44%,11.91%,7.29%,6.65%,7.87%,7.43%,4.12%,9.09%,10.07%,-8.60%,14.04%,12.64%,4.17%,1.36%,4.15%,-5.67%,15.47%,8.10%,-4.38%,18.96%,6.14%,-0.56%
193602,0.01%,2.56%,2.38%,9.21%,-3.25%,3.07%,-3.41%,-1.38%,4.44%,3.19%,3.40%,2.98%,5.62%,10.51%,6.71%,-0.91%,3.93%,7.78%,2.93%,3.46%,1.17%,-6.41%,6.56%,0.75%,3.17%,-0.36%,4.65%,-2.95%,0.43%,6.23%,-0.45%,-4.03%
193603,0.02%,0.92%,-1.23%,-0.84%,-4.09%,-5.41%,5.86%,3.30%,-1.48%,3.78%,3.01%,-0.08%,-0.73%,1.91%,7.60%,-0.54%,10.35%,-1.09%,-4.12%,-1.86%,1.85%,0.70%,-3.36%,-6.86%,1.25%,0.90%,-2.90%,-1.02%,2.07%,4.04%,-2.27%,1.26%
193604,0.02%,-8.07%,-4.61%,-10.45%,-2.50%,-11.65%,-10.22%,-10.64%,-5.85%,-9.08%,-6.70%,-11.08%,-11.45%,-10.77%,-10.78%,-9.39%,-9.84%,-12.19%,-5.54%,21.51%,-10.29%,-8.35%,-5.65%,-0.35%,-7.18%,-1.86%,-7.46%,-11.80%,-3.96%,-11.53%,-7.10%,-7.01%
193605,0.02%,5.01%,6.12%,-1.24%,4.70%,-1.61%,-0.07%,-1.61%,1.57%,4.87%,6.71%,1.73%,4.75%,6.61%,8.09%,6.78%,4.12%,12.42%,3.65%,1.48%,-0.58%,9.60%,6.45%,5.76%,2.14%,2.99%,6.70%,8.65%,3.47%,5.94%,13.45%,0.82%
193606,0.03%,2.57%,2.89%,-4.30%,2.73%,3.86%,-3.23%,6.57%,-0.48%,1.36%,3.30%,-0.50%,0.17%,-1.10%,1.55%,0.88%,6.85%,-1.29%,-2.87%,-0.33%,1.75%,3.69%,2.42%,-3.23%,2.72%,0.50%,2.10%,2.96%,6.96%,1.61%,3.65%,-4.72%
193607,0.01%,6.45%,2.59%,6.78%,3.08%,12.76%,4.08%,2.40%,1.28%,4.92%,8.99%,8.46%,9.64%,10.55%,1.33%,14.51%,5.02%,10.55%,5.71%,8.21%,4.71%,11.80%,2.44%,-26.30%,6.72%,-1.32%,12.40%,9.62%,4.33%,9.85%,6.92%,-0.77%
193608,0.02%,1.06%,0.97%,9.12%,-0.01%,7.69%,6.38%,1.87%,-1.98%,-1.47%,-1.29%,-1.67%,1.49%,6.27%,1.00%,4.28%,-0.44%,3.86%,2.46%,4.90%,-0.74%,-1.08%,1.76%,3.00%,-1.78%,-2.83%,2.02%,2.91%,2.35%,2.32%,0.26%,0.94%
193609,0.01%,1.42%,-1.40%,1.68%,-0.81%,4.51%,0.49%,3.01%,0.38%,0.73%,1.83%,5.19%,-0.41%,1.25%,4.06%,-2.43%,3.25%,6.49%,-3.03%,4.60%,1.33%,-2.20%,0.35%,14.97%,1.70%,2.01%,0.82%,4.69%,6.12%,8.65%,2.40%,2.37%
193610,0.02%,6.89%,4.28%,2.62%,1.22%,8.21%,4.84%,12.53%,2.43%,3.75%,5.64%,8.21%,6.87%,12.44%,8.05%,6.56%,5.27%,-0.68%,23.40%,-0.39%,12.70%,5.76%,5.08%,1.83%,3.54%,3.74%,6.69%,6.41%,9.47%,4.81%,5.37%,2.37%
193611,0.01%,3.32%,4.63%,8.04%,3.20%,12.51%,1.07%,2.98%,3.92%,3.36%,5.10%,7.79%,8.61%,4.62%,5.77%,5.58%,-0.93%,7.32%,2.96%,3.81%,1.46%,-3.15%,3.87%,6.03%,5.17%,3.41%,-3.76%,15.06%,11.00%,9.91%,6.18%,6.60%
193612,0.00%,0.21%,-0.45%,-5.66%,-2.78%,4.10%,-0.80%,4.38%,1.69%,-2.02%,-2.30%,1.86%,1.80%,4.41%,5.09%,3.28%,-7.34%,6.64%,1.58%,-0.39%,9.36%,-1.73%,-0.39%,1.35%,0.81%,-0.54%,-2.04%,-1.76%,-8.67%,-4.87%,-2.65%,5.38%
193701,0.01%,3.24%,2.31%,1.47%,2.68%,4.79%,0.63%,12.57%,0.26%,3.31%,1.83%,7.46%,7.87%,6.25%,4.36%,12.26%,7.33%,4.78%,-0.03%,2.52%,2.41%,2.24%,-0.85%,0.80%,-0.87%,-0.70%,1.15%,5.21%,0.54%,0.69%,0.42%,4.94%
193702,0.02%,1.28%,2.27%,6.77%,-1.86%,0.72%,-1.89%,-1.86%,1.70%,-3.90%,-0.71%,-0.82%,-2.93%,10.79%,-0.25%,-2.33%,-0.14%,0.35%,11.85%,0.35%,1.47%,-4.23%,-3.05%,10.90%,1.45%,-1.98%,5.89%,-4.67%,2.45%,4.81%,-0.75%,5.68%
193703,0.01%,-0.36%,2.25%,4.15%,-6.80%,1.17%,-7.81%,-0.29%,-2.87%,-5.02%,-1.92%,-3.89%,-0.31%,5.81%,-0.62%,-4.88%,-3.01%,-4.41%,6.17%,6.63%,3.43%,-6.33%,-2.09%,-3.36%,-3.32%,3.35%,5.08%,2.73%,-3.65%,-4.39%,-3.72%,-2.41%
193704,0.03%,-7.45%,-7.31%,-8.94%,-4.11%,-4.66%,-9.76%,-1.51%,-3.19%,-3.34%,-4.82%,-8.59%,-9.64%,-15.26%,-3.56%,-7.67%,-8.07%,-10.86%,-15.50%,-10.24%,-5.20%,-7.31%,-5.23%,-10.05%,-7.31%,-7.18%,-4.74%,-10.63%,-5.95%,-12.49%,-6.50%,-7.87%
193705,0.06%,-0.92%,-0.23%,-0.17%,-0.03%,-1.03%,-10.52%,-3.58%,-0.33%,1.70%,2.36%,-2.12%,1.16%,0.76%,1.09%,-0.98%,-2.16%,-1.30%,-1.40%,-1.99%,-0.19%,-5.27%,1.52%,0.30%,5.36%,0.79%,-3.85%,-0.97%,-6.74%,2.30%,-3.34%,0.90%
193706,0.03%,-4.19%,-3.06%,-6.97%,-1.74%,-8.02%,-11.97%,-4.17%,-6.03%,-4.04%,-3.13%,-7.62%,-7.54%,-2.21%,-3.44%,-0.55%,-10.68%,-6.57%,-5.37%,-9.83%,-2.56%,-5.27%,1.40%,0.32%,-3.59%,-4.98%,-11.49%,0.25%,-1.69%,-7.48%,-4.93%,-2.81%
193707,0.03%,8.86%,3.39%,7.94%,7.18%,14.17%,4.50%,8.88%,6.33%,4.13%,5.29%,12.25%,12.04%,12.86%,9.95%,9.59%,12.96%,6.59%,9.96%,-6.05%,8.52%,19.31%,3.27%,0.41%,9.33%,10.21%,4.35%,9.11%,10.12%,5.95%,16.35%,3.35%
193708,0.02%,-4.88%,-2.41%,-2.45%,-2.16%,-2.13%,-4.28%,-5.57%,-3.48%,1.12%,-2.83%,-4.04%,-4.87%,-5.80%,-3.77%,-6.42%,-2.37%,-6.60%,-3.49%,-0.32%,-6.64%,-10.26%,-2.54%,1.89%,-0.29%,-2.79%,-7.00%,-3.98%,-5.15%,-4.51%,-15.26%,0.16%
193709,0.04%,-13.58%,-10.92%,-11.13%,-3.82%,-15.62%,-21.31%,-13.56%,-9.27%,-10.77%,-9.56%,-23.01%,-19.73%,-24.78%,-16.25%,-15.83%,-12.61%,-24.08%,-17.91%,-6.19%,-13.15%,-11.70%,-2.08%,-6.72%,-9.23%,-11.14%,-16.03%,-20.14%,-12.70%,-14.60%,-14.54%,-17.96%
193710,0.02%,-9.49%,-7.42%,-9.82%,-4.40%,-10.52%,-14.53%,-6.76%,-11.04%,-3.58%,-11.99%,-13.30%,-14.05%,-17.24%,-16.82%,-7.01%,-13.21%,-11.58%,2.19%,-5.66%,-6.90%,-4.94%,-5.36%,-5.38%,-7.75%,-6.23%,-14.20%,-7.52%,-6.02%,-5.78%,-8.51%,-8.48%
193711,0.02%,-8.39%,-5.43%,-3.33%,-4.69%,-19.37%,-13.49%,-8.34%,-12.85%,-5.14%,-9.60%,-16.76%,-5.24%,-8.42%,-12.90%,-2.15%,-15.61%,-6.00%,-1.72%,-4.19%,-11.52%,2.92%,-3.59%,-1.95%,-9.83%,-11.99%,-7.09%,-10.65%,-14.91%,-6.44%,-7.59%,-8.16%
193712,0.00%,-4.01%,-2.30%,-7.16%,-0.73%,-11.74%,-10.92%,-5.14%,-3.32%,-2.07%,1.00%,-10.63%,-8.13%,-1.50%,-4.39%,-3.29%,-16.23%,8.90%,-1.19%,-2.58%,-1.13%,-10.56%,-1.53%,-1.18%,0.77%,-13.93%,-8.20%,-16.12%,-6.11%,-9.30%,-7.03%,-13.78%
193801,0.00%,0.76%,3.96%,-1.28%,0.32%,5.34%,10.51%,4.33%,7.66%,3.52%,-1.87%,4.30%,-6.76%,-1.07%,-2.55%,-3.56%,11.98%,-4.79%,8.09%,0.20%,0.47%,-5.65%,-2.44%,0.51%,0.03%,8.25%,-2.02%,6.41%,7.10%,0.56%,-0.22%,-0.04%
193802,0.00%,5.79%,4.40%,9.40%,1.73%,2.89%,0.81%,3.82%,1.75%,8.69%,7.59%,7.88%,12.22%,7.56%,10.95%,4.31%,3.73%,9.58%,-2.57%,0.44%,9.47%,3.60%,-2.33%,0.38%,3.92%,9.95%,7.12%,7.38%,8.46%,8.62%,6.64%,6.03%
193803,-0.01%,-23.70%,-16.44%,-24.58%,-12.19%,-31.17%,-27.78%,-21.52%,-17.02%,-14.37%,-22.55%,-30.07%,-26.61%,-30.30%,-25.89%,-30.84%,-27.33%,-29.20%,-24.07%,-7.50%,-25.13%,-19.46%,-17.43%,-4.59%,-20.00%,-18.88%,-34.52%,-24.22%,-20.46%,-23.63%,-25.24%,-24.73%
193804,0.01%,14.55%,13.57%,12.12%,10.23%,22.92%,22.28%,18.30%,10.69%,11.73%,7.21%,20.43%,21.73%,16.13%,14.81%,17.18%,14.71%,26.06%,16.33%,-19.52%,15.89%,14.64%,13.47%,2.41%,15.87%,12.58%,11.78%,13.45%,15.55%,15.92%,16.66%,15.76%
193805,0.00%,-3.92%,-0.35%,-3.13%,1.68%,-7.34%,-3.82%,-1.82%,-5.93%,1.71%,-3.82%,-7.31%,-9.47%,-10.64%,-9.13%,-3.48%,-6.82%,-6.91%,-3.19%,-2.21%,-5.80%,2.36%,0.83%,35.70%,-1.96%,-2.06%,-4.77%,-3.40%,-4.00%,-2.28%,-5.13%,-9.09%
193806,0.00%,23.61%,12.82%,17.53%,11.37%,30.34%,33.22%,13.98%,14.05%,9.97%,30.29%,36.24%,40.75%,41.24%,34.31%,31.04%,35.90%,25.74%,19.07%,6.71%,21.97%,16.83%,12.41%,4.31%,19.45%,21.48%,26.93%,27.44%,22.41%,16.68%,26.76%,31.96%
193807,-0.01%,7.20%,4.74%,12.09%,7.82%,4.47%,10.56%,9.55%,12.46%,5.73%,6.12%,16.38%,8.31%,6.50%,5.06%,4.75%,20.34%,9.10%,9.12%,0.02%,7.33%,0.74%,1.28%,21.37%,8.01%,3.98%,11.55%,8.60%,9.28%,13.31%,8.82%,10.91%
193808,0.00%,-2.72%,-4.91%,-4.86%,-2.04%,2.86%,-7.61%,-0.30%,-4.79%,0.37%,0.32%,-4.72%,1.51%,-3.30%,-5.38%,-0.43%,5.90%,-6.10%,-1.86%,-1.58%,-8.82%,-5.52%,0.29%,-3.64%,-2.64%,-4.23%,-5.32%,-5.45%,-2.83%,-3.24%,-3.86%,0.12%
193809,0.02%,0.84%,0.06%,-0.96%,1.31%,-1.03%,-2.35%,0.53%,2.56%,-0.03%,2.75%,-0.74%,1.26%,2.16%,0.91%,2.23%,0.69%,-1.91%,-2.09%,-4.16%,0.89%,1.23%,0.85%,-4.82%,0.45%,0.36%,-1.65%,0.06%,-0.60%,-1.38%,-0.02%,2.50%
193810,0.01%,7.77%,5.18%,16.25%,3.73%,13.85%,9.13%,9.43%,2.90%,5.52%,6.78%,12.17%,9.87%,14.06%,8.08%,12.18%,7.04%,23.93%,5.40%,8.51%,-1.64%,21.09%,3.56%,3.78%,4.96%,8.74%,14.29%,8.84%,7.70%,6.81%,9.25%,3.68%
193811,-0.06%,-1.77%,-3.15%,2.51%,-1.17%,-1.87%,-6.40%,-3.58%,-5.42%,1.46%,-0.33%,-5.67%,-4.43%,-0.86%,-4.40%,-5.93%,-1.53%,3.77%,-2.08%,-3.13%,-0.03%,-7.00%,0.66%,-6.20%,-0.81%,-5.17%,-1.92%,2.71%,-0.78%,1.56%,-1.34%,4.50%
193812,0.00%,4.10%,3.38%,-4.21%,2.95%,-0.08%,-1.09%,1.24%,-0.03%,0.86%,5.63%,3.99%,5.74%,4.63%,3.63%,2.95%,2.08%,14.15%,1.51%,0.85%,4.93%,3.98%,2.57%,-5.09%,3.52%,5.21%,12.01%,9.21%,0.12%,-0.90%,0.66%,11.43%
193901,-0.01%,-5.95%,-1.81%,-8.67%,-1.65%,-12.49%,-6.18%,-1.30%,3.67%,-0.93%,-6.62%,-7.14%,-10.89%,-12.79%,-8.37%,-7.92%,-8.37%,-11.33%,-5.04%,-10.25%,-6.24%,1.29%,1.81%,-7.61%,-6.47%,-7.90%,-11.05%,-9.53%,-2.60%,-6.77%,-6.17%,-11.03%
193902,0.01%,3.48%,3.75%,8.70%,-0.23%,3.65%,0.97%,2.24%,3.06%,3.73%,1.05%,3.79%,3.09%,4.53%,5.20%,3.85%,7.38%,4.15%,-1.98%,5.24%,-1.22%,8.75%,3.53%,4.09%,0.33%,1.05%,7.98%,1.06%,5.55%,5.63%,4.15%,1.31%
193903,-0.01%,-11.91%,-5.50%,-14.22%,-4.16%,-21.28%,-20.19%,-6.05%,-6.32%,-4.36%,-8.09%,-18.64%,-21.36%,-20.97%,-16.78%,-17.88%,-17.69%,-24.36%,-10.28%,-18.22%,-8.24%,-13.53%,-2.20%,-15.55%,-8.13%,-12.13%,-17.71%,-11.13%,-8.92%,-14.38%,-11.77%,-19.13%
193904,0.00%,-0.23%,1.65%,-1.93%,-0.69%,1.70%,4.80%,1.05%,-0.74%,0.97%,-1.74%,-2.38%,-1.03%,-3.00%,-0.93%,-0.55%,0.57%,3.15%,0.34%,-0.94%,-1.07%,2.91%,2.75%,2.60%,-7.31%,-0.09%,-2.32%,0.45%,-0.29%,1.21%,-3.48%,-1.44%
193905,0.01%,6.86%,6.27%,6.22%,4.05%,14.11%,8.97%,5.93%,2.35%,5.48%,6.27%,11.59%,11.23%,7.56%,9.11%,7.18%,8.11%,9.00%,1.94%,6.39%,2.56%,6.46%,5.56%,2.75%,10.80%,5.14%,9.51%,6.40%,11.00%,3.85%,8.98%,10.55%
